SvSystem,UTC,Toe,ObsToc,x,y,z,SvClockOffset,RelativisticError,Health
E8,1691684369.9181544781,1691684400.0000000000,1691684370.0000000000,10215617.7765475884,17786226.0232869759,21345930.1963246018,-0.0001282053,-0.0000000006,0
E8,1691684399.9181473255,1691684400.0000000000,1691684400.0000000000,10198790.5098222289,17848144.6459347159,21302287.5485619791,-0.0001282055,-0.0000000006,0
E8,1691684429.9181401730,1691684400.0000000000,1691684430.0000000000,10182141.7583242413,17909975.1451673508,21258350.3226552829,-0.0001282057,-0.0000000006,0
E8,1691684459.9181330204,1691684400.0000000000,1691684460.0000000000,10165671.2843555734,17971716.1819714457,21214119.1267649792,-0.0001282059,-0.0000000006,0
E8,1691684489.9181256294,1691684400.0000000000,1691684490.0000000000,10149378.8428786211,18033366.4187106527,21169594.5734669864,-0.0001282060,-0.0000000006,0
E8,1691684519.9181182384,1691684400.0000000000,1691684520.0000000000,10133264.1811379325,18094924.5206404217,21124777.2786838077,-0.0001282062,-0.0000000006,0
E8,1691684549.9181106091,1691684400.0000000000,1691684550.0000000000,10117327.0391886793,18156389.1539930254,21079667.8630913794,-0.0001282064,-0.0000000006,0
E8,1691684579.9181029797,1691684400.0000000000,1691684580.0000000000,10101567.1493954398,18217758.9879789539,21034266.9506857768,-0.0001282066,-0.0000000006,0
E8,1691684609.9180953503,1691684400.0000000000,1691684610.0000000000,10085984.2368270699,18279032.6933640838,20988575.1698442921,-0.0001282068,-0.0000000006,0
E8,1691684639.9180874825,1691684400.0000000000,1691684640.0000000000,10070578.0192609597,18340208.9425180368,20942593.1533283405,-0.0001282069,-0.0000000006,0
E8,1691684669.9180796146,1691684400.0000000000,1691684670.0000000000,10055348.2068271935,18401286.4109174013,20896321.5371794552,-0.0001282071,-0.0000000006,0
E8,1691684699.9180717468,1691684400.0000000000,1691684700.0000000000,10040294.5023911893,18462263.7757295705,20849760.9618011080,-0.0001282073,-0.0000000006,0
E8,1691684729.9180636406,1691684400.0000000000,1691684730.0000000000,10025416.6015591305,18523139.7158609144,20802912.0719613321,-0.0001282075,-0.0000000006,0
E8,1691684759.9180555344,1691684400.0000000000,1691684760.0000000000,10010714.1923351698,18583912.9134527817,20755775.5156679340,-0.0001282076,-0.0000000006,0
E8,1691684789.9180471897,1691684400.0000000000,1691684790.0000000000,9996186.9556070305,18644582.0519904196,20708351.9456488416,-0.0001282078,-0.0000000006,0
E8,1691684819.9180388451,1691684400.0000000000,1691684820.0000000000,9981834.5646920241,18705145.8182788976,20660642.0178446062,-0.0001282080,-0.0000000006,0
E8,1691684849.9180305004,1691684400.0000000000,1691684850.0000000000,9967656.6857001111,18765602.9010383748,20612646.3925243244,-0.0001282082,-0.0000000006,0
E8,1691684879.9180221558,1691684400.0000000000,1691684880.0000000000,9953652.9774300084,18825951.9914314486,20564365.7339030840,-0.0001282084,-0.0000000006,0
E8,1691684909.9180135727,1691684400.0000000000,1691684910.0000000000,9939823.0914922412,18886191.7826286107,20515800.7105197385,-0.0001282085,-0.0000000006,0
E8,1691684939.9180049896,1691684400.0000000000,1691684940.0000000000,9926166.6719929650,18946320.9712885320,20466951.9940710552,-0.0001282087,-0.0000000006,0
E8,1691684969.9179961681,1691684400.0000000000,1691684970.0000000000,9912683.3559880145,19006338.2556867264,20417820.2609461136,-0.0001282089,-0.0000000006,0
E8,1691684999.9179873466,1691684400.0000000000,1691685000.0000000000,9899372.7730631605,19066242.3376706578,20368406.1906641833,-0.0001282091,-0.0000000006,0
E8,1691685029.9179785252,1691685600.0000000000,1691685030.0000000000,9886234.6397924870,19126031.8028731383,20318710.5680188835,-0.0001282092,-0.0000000006,0
E8,1691685059.9179694653,1691685600.0000000000,1691685060.0000000000,9873268.3807402365,19185705.5990983211,20268733.8762505539,-0.0001282094,-0.0000000006,0
E8,1691685089.9179606438,1691685600.0000000000,1691685090.0000000000,9860473.7003986165,19245262.3135341480,20218476.9100256898,-0.0001282095,-0.0000000006,0
E8,1691685119.9179513454,1691685600.0000000000,1691685120.0000000000,9847850.1999010332,19304700.6570330970,20167940.3659934253,-0.0001282097,-0.0000000006,0
E8,1691685149.9169423580,1691685600.0000000000,1691685150.0000000000,9835397.8848175872,19364017.3709791526,20117126.6406259015,-0.0001282099,-0.0000000006,0
E8,1691685179.9169330597,1691685600.0000000000,1691685180.0000000000,9823115.5117281079,19423215.1267392822,20066033.0504216105,-0.0001282101,-0.0000000006,0
E8,1691685209.9169235229,1691685600.0000000000,1691685210.0000000000,9811003.0778816529,19482290.6660672426,20014661.9914706461,-0.0001282103,-0.0000000006,0
E8,1691685239.9169142246,1691685600.0000000000,1691685240.0000000000,9799060.1553062927,19541242.7137627453,19963014.1737908162,-0.0001282104,-0.0000000006,0
E8,1691685269.9169046879,1691685600.0000000000,1691685270.0000000000,9787286.3093013857,19600069.9957540333,19911090.3128596321,-0.0001282106,-0.0000000006,0
E8,1691685299.9168951511,1691685600.0000000000,1691685300.0000000000,9775681.0977875292,19658771.2424221262,19858891.1267367341,-0.0001282108,-0.0000000005,0
E8,1691685329.9168853760,1691685600.0000000000,1691685330.0000000000,9764244.0717945620,19717345.1863036081,19806417.3381116390,-0.0001282110,-0.0000000005,0
E8,1691685359.9168758392,1691685600.0000000000,1691685360.0000000000,9752974.7750221249,19775790.5644625984,19753669.6722142287,-0.0001282111,-0.0000000005,0
E8,1691685389.9168658257,1691685600.0000000000,1691685390.0000000000,9741872.7445774861,19834106.1148144454,19700648.8601517156,-0.0001282113,-0.0000000005,0
E8,1691685419.9168560505,1691685600.0000000000,1691685420.0000000000,9730937.5100123510,19892290.5812742673,19647355.6342818998,-0.0001282115,-0.0000000005,0
E8,1691685449.9168460369,1691685600.0000000000,1691685450.0000000000,9720168.5943146758,19950342.7086987756,19593790.7328326888,-0.0001282117,-0.0000000005,0
E8,1691685479.9168360233,1691685600.0000000000,1691685480.0000000000,9709565.5132260453,20008261.2466323040,19539954.8965144977,-0.0001282118,-0.0000000005,0
E8,1691685509.9168257713,1691685600.0000000000,1691685510.0000000000,9699127.7756912187,20066044.9470395632,19485848.8706329688,-0.0001282120,-0.0000000005,0
E8,1691685539.9168157578,1691685600.0000000000,1691685540.0000000000,9688854.8834598437,20123692.5666457936,19431473.4029341713,-0.0001282122,-0.0000000005,0
E8,1691685569.9168052673,1691685600.0000000000,1691685570.0000000000,9678746.3317623474,20181202.8633102700,19376829.2470448352,-0.0001282124,-0.0000000005,0
E8,1691685599.9167950153,1691685600.0000000000,1691685600.0000000000,9668801.6084353607,20238574.6011043228,19321917.1577031650,-0.0001282126,-0.0000000005,0
E8,1691685629.9167845249,1691685600.0000000000,1691685630.0000000000,9659020.1948280688,20295806.5453225449,19266737.8955200501,-0.0001282127,-0.0000000005,0
E8,1691685659.9167740345,1691685600.0000000000,1691685660.0000000000,9649401.5651839823,20352897.4661771022,19211292.2234879173,-0.0001282129,-0.0000000005,0
E8,1691685689.9167635441,1691685600.0000000000,1691685690.0000000000,9639945.1869786158,20409846.1370137855,19155580.9087137580,-0.0001282131,-0.0000000005,0
E8,1691685719.9167528152,1691685600.0000000000,1691685720.0000000000,9630650.5209333710,20466651.3343588859,19099604.7224190235,-0.0001282133,-0.0000000005,0
E8,1691685749.9167420864,1691685600.0000000000,1691685750.0000000000,9621517.0208147578,20523311.8393146396,19043364.4385954849,-0.0001282134,-0.0000000005,0
E8,1691685779.9167313576,1691685600.0000000000,1691685780.0000000000,9612544.1336796638,20579826.4362430684,18986860.8353238367,-0.0001282136,-0.0000000005,0
E8,1691685809.9167203903,1691685600.0000000000,1691685810.0000000000,9603731.2998908926,20636193.9128120840,18930094.6947733797,-0.0001282138,-0.0000000005,0
E8,1691685839.9167094231,1691685600.0000000000,1691685840.0000000000,9595077.9529274739,20692413.0613807365,18873066.8018389121,-0.0001282140,-0.0000000005,0
E8,1691685869.9166982174,1691685600.0000000000,1691685870.0000000000,9586583.5196871236,20748482.6772474386,18815777.9459343329,-0.0001282142,-0.0000000005,0
E8,1691685899.9166872501,1691685600.0000000000,1691685900.0000000000,9578247.4201673381,20804401.5609213226,18758228.9187105224,-0.0001282143,-0.0000000005,0
E8,1691685929.9166760445,1691685600.0000000000,1691685930.0000000000,9570069.0679569561,20860168.5150460750,18700420.5172365904,-0.0001282145,-0.0000000005,0
E8,1691685959.9166646004,1691685600.0000000000,1691685960.0000000000,9562047.8698553108,20915782.3471122384,18642353.5412550494,-0.0001282147,-0.0000000005,0
E8,1691685989.9166533947,1691685600.0000000000,1691685990.0000000000,9554183.2259072904,20971241.8694849610,18584028.7931501418,-0.0001282149,-0.0000000005,0
E8,1691686019.9166419506,1691685600.0000000000,1691686020.0000000000,9546474.5298023764,21026545.8967980221,18525447.0807158798,-0.0001282150,-0.0000000005,0
E8,1691686049.9166305065,1691685600.0000000000,1691686050.0000000000,9538921.1684576683,21081693.2490814701,18466609.2139053419,-0.0001282152,-0.0000000005,0
E8,1691686079.9166188240,1691685600.0000000000,1691686080.0000000000,9531522.5223505609,21136682.7496005595,18407516.0071421564,-0.0001282154,-0.0000000005,0
E8,1691686109.9166071415,1691685600.0000000000,1691686110.0000000000,9524277.9653021377,21191513.2266480550,18348168.2774389163,-0.0001282156,-0.0000000005,0
E8,1691686139.9165954590,1691685600.0000000000,1691686140.0000000000,9517186.8646810204,21246183.5122690238,18288566.8457896560,-0.0001282158,-0.0000000005,0
E8,1691686169.9165837765,1691685600.0000000000,1691686170.0000000000,9510248.5813662708,21300692.4427389912,18228712.5366918854,-0.0001282159,-0.0000000005,0
E8,1691686199.9165718555,1691685600.0000000000,1691686200.0000000000,9503462.4698257037,21355038.8581711762,18168606.1786139905,-0.0001282161,-0.0000000005,0
E8,1691686229.9165599346,1691685600.0000000000,1691686230.0000000000,9496827.8779778518,21409221.6038517319,18108248.6025516540,-0.0001282163,-0.0000000005,0
E8,1691686259.9165480137,1691685600.0000000000,1691686260.0000000000,9490344.1473813243,21463239.5289794281,18047640.6434444003,-0.0001282165,-0.0000000005,0
E8,1691686289.9165358543,1691685600.0000000000,1691686290.0000000000,9484010.6132544279,21517091.4867103323,17986783.1401740946,-0.0001282166,-0.0000000005,0
E8,1691686319.9165236950,1691685600.0000000000,1691686320.0000000000,9477826.6043485589,21570776.3354807906,17925676.9341033138,-0.0001282168,-0.0000000005,0
E8,1691686349.9165112972,1691685600.0000000000,1691686350.0000000000,9471791.4431748465,21624292.9373337515,17864322.8709983155,-0.0001282170,-0.0000000005,0
E8,1691686379.9154989719,1691685600.0000000000,1691686380.0000000000,9465904.6395913996,21677638.3843856864,17802723.8564028852,-0.0001282172,-0.0000000005,0
E8,1691686409.9154865742,1691685600.0000000000,1691686410.0000000000,9460165.1110415477,21730815.1043965034,17740876.6359628737,-0.0001282173,-0.0000000005,0
E8,1691686439.9154741764,1691685600.0000000000,1691686440.0000000000,9454572.3598106317,21783820.1925021671,17678784.1142980196,-0.0001282175,-0.0000000005,0
E8,1691686469.9154615402,1691685600.0000000000,1691686470.0000000000,9449125.6833071113,21836652.5289729461,17616447.1508027203,-0.0001282177,-0.0000000005,0
E8,1691686499.9154489040,1691685600.0000000000,1691686500.0000000000,9443824.3726431224,21889310.9995694645,17553866.6072580665,-0.0001282179,-0.0000000005,0
E8,1691686529.9154362679,1691685600.0000000000,1691686530.0000000000,9438667.7127938122,21941794.4943169393,17491043.3493012525,-0.0001282181,-0.0000000005,0
E8,1691686559.9154233932,1691685600.0000000000,1691686560.0000000000,9433654.9826191403,21994101.9075488336,17427978.2464233451,-0.0001282182,-0.0000000005,0
E8,1691686589.9154105186,1691685600.0000000000,1691686590.0000000000,9428785.4547707289,22046232.1391916871,17364672.1704545729,-0.0001282184,-0.0000000005,0
E8,1691686619.9153976440,1691685600.0000000000,1691686620.0000000000,9424058.3958419021,22098184.0935511105,17301125.9970511086,-0.0001282186,-0.0000000005,0
E8,1691686649.9153845310,1691685600.0000000000,1691686650.0000000000,9419473.0663894266,22149956.6793554202,17237340.6056925505,-0.0001282188,-0.0000000005,0
E8,1691686679.9153716564,1691685600.0000000000,1691686680.0000000000,9415028.7208172083,22201548.8114362881,17173316.8776401244,-0.0001282189,-0.0000000005,0
E8,1691686709.9153583050,1691685600.0000000000,1691686710.0000000000,9410724.6076900922,22252959.4074804969,17109055.6999893486,-0.0001282191,-0.0000000005,0
E8,1691686739.9153451920,1691685600.0000000000,1691686740.0000000000,9406559.9693766274,22304187.3925725594,17044557.9600561745,-0.0001282193,-0.0000000005,0
E8,1691686769.9153318405,1691685600.0000000000,1691686770.0000000000,9402534.0424563382,22355231.6947327331,16979824.5509776138,-0.0001282195,-0.0000000005,0
E8,1691686799.9153184891,1691685600.0000000000,1691686800.0000000000,9398646.0574786421,22406091.2482166886,16914856.3676082194,-0.0001282197,-0.0000000005,0
E8,1691686829.9153051376,1691685600.0000000000,1691686830.0000000000,9394895.2391251177,22456764.9919211976,16849654.3085561804,-0.0001282198,-0.0000000005,0
E8,1691686859.9152915478,1691685600.0000000000,1691686860.0000000000,9391280.8062329367,22507251.8694269657,16784219.2761801779,-0.0001282200,-0.0000000005,0
E8,1691686889.9152779579,1691685600.0000000000,1691686890.0000000000,9387801.9717380777,22557550.8302379288,16718552.1750177816,-0.0001282202,-0.0000000005,0
E8,1691686919.9152643681,1691685600.0000000000,1691686920.0000000000,9384457.9427934606,22607660.8286089636,16652653.9133284371,-0.0001282204,-0.0000000005,0
E8,1691686949.9152505398,1691685600.0000000000,1691686950.0000000000,9381247.9207934253,22657580.8235882893,16586525.4030900188,-0.0001282205,-0.0000000005,0
E8,1691686979.9152367115,1691685600.0000000000,1691686980.0000000000,9378171.1013268270,22707309.7802428119,16520167.5584106445,-0.0001282207,-0.0000000005,0
E8,1691687009.9152228832,1691685600.0000000000,1691687010.0000000000,9375226.6742860842,22756846.6684988253,16453581.2970880456,-0.0001282209,-0.0000000005,0
E8,1691687039.9152090549,1691685600.0000000000,1691687040.0000000000,9372413.8238709066,22806190.4635751061,16386767.5400740169,-0.0001282211,-0.0000000005,0
E8,1691687069.9151949883,1691685600.0000000000,1691687070.0000000000,9369731.7286396101,22855340.1456271224,16319727.2119955812,-0.0001282212,-0.0000000005,0
E8,1691687099.9151809216,1691685600.0000000000,1691687100.0000000000,9367179.5614750907,22904294.7009538226,16252461.2395445146,-0.0001282214,-0.0000000005,0
E8,1691687129.9151668549,1691685600.0000000000,1691687130.0000000000,9364756.4896829203,22953053.1208553314,16184970.5530585665,-0.0001282216,-0.0000000005,0
E8,1691687159.9151527882,1691685600.0000000000,1691687160.0000000000,9362461.6749993525,23001614.4020595439,16117256.0859784577,-0.0001282218,-0.0000000005,0
E8,1691687189.9151384830,1691685600.0000000000,1691687190.0000000000,9360294.2736395188,23049977.5463719629,16049318.7753757965,-0.0001282220,-0.0000000005,0
E8,1691687219.9151241779,1691685600.0000000000,1691687220.0000000000,9358253.4362769593,23098141.5618626028,15981159.5603212677,-0.0001282221,-0.0000000005,0
E8,1691687249.9151098728,1691685600.0000000000,1691687250.0000000000,9356338.3081293013,23146105.4617420696,15912779.3834870327,-0.0001282223,-0.0000000005,0
E8,1691687279.9150953293,1691685600.0000000000,1691687280.0000000000,9354548.0289856661,23193868.2644021884,15844179.1911423840,-0.0001282225,-0.0000000005,0
E8,1691687309.9150807858,1691685600.0000000000,1691687310.0000000000,9352881.7331954353,23241428.9945881516,15775359.9315061104,-0.0001282227,-0.0000000005,0
E8,1691687339.9150662422,1691685600.0000000000,1691687340.0000000000,9351338.5497458037,23288786.6822882183,15706322.5563645475,-0.0001282228,-0.0000000005,0
E8,1691687369.9150514603,1691685600.0000000000,1691687370.0000000000,9349917.6022895239,23335940.3627738841,15637068.0210670717,-0.0001282230,-0.0000000005,0
E8,1691687399.9150369167,1691685600.0000000000,1691687400.0000000000,9348618.0091331545,23382889.0781294480,15567597.2823097128,-0.0001282232,-0.0000000004,0
E8,1691687429.9150218964,1691685600.0000000000,1691687430.0000000000,9347438.8833560068,23429631.8742937595,15497911.3025335316,-0.0001282234,-0.0000000004,0
E8,1691687459.9150071144,1691685600.0000000000,1691687460.0000000000,9346379.3327317107,23476167.8051921539,15428011.0438339803,-0.0001282236,-0.0000000004,0
E8,1691687489.9149920940,1691685600.0000000000,1691687490.0000000000,9345438.4598670881,23522495.9286775701,15357897.4740352128,-0.0001282237,-0.0000000004,0
E8,1691687519.9149773121,1691685600.0000000000,1691687520.0000000000,9344615.3621574845,23568615.3098942265,15287571.5616814531,-0.0001282239,-0.0000000004,0
E8,1691687549.9149620533,1691685600.0000000000,1691687550.0000000000,9343909.1318853833,23614525.0179993473,15217034.2810425870,-0.0001282241,-0.0000000004,0
E8,1691687579.9149470329,1691685600.0000000000,1691687580.0000000000,9343318.8561847378,23660224.1302213743,15146286.6059487239,-0.0001282243,-0.0000000004,0
E8,1691687609.9149317741,1691685600.0000000000,1691687610.0000000000,9342843.6171387602,23705711.7278732955,15075329.5159388408,-0.0001282244,-0.0000000004,0
E8,1691687639.9139165878,1691685600.0000000000,1691687640.0000000000,9342482.5019177254,23750985.3937829770,15004166.3672336657,-0.0001282246,-0.0000000004,0
E8,1691687669.9139013290,1691685600.0000000000,1691687670.0000000000,9342234.5584946554,23796047.2400491387,14932793.3999634739,-0.0001282248,-0.0000000004,0
E8,1691687699.9138858318,1691685600.0000000000,1691687700.0000000000,9342098.8678493220,23840894.8536513373,14861213.9702916667,-0.0001282250,-0.0000000004,0
E8,1691687729.9138703346,1691689800.0000000000,1691687730.0000000000,9342074.7239935957,23885527.3860149160,14789429.3332879748,-0.0001282248,-0.0000000004,0
E8,1691687759.9138548374,1691689800.0000000000,1691687760.0000000000,9342160.7148416061,23929943.8574948125,14717439.9464101326,-0.0001282250,-0.0000000004,0
E8,1691687789.9138393402,1691689800.0000000000,1691687790.0000000000,9342356.1302079055,23974143.4328118935,14645247.0748162232,-0.0001282252,-0.0000000004,0
E8,1691687819.9138236046,1691689800.0000000000,1691687820.0000000000,9342660.0175841283,24018125.2358510867,14572851.7174523231,-0.0001282254,-0.0000000004,0
E8,1691687849.9138078690,1691689800.0000000000,1691687850.0000000000,9343071.4196663368,24061888.3973436244,14500254.8749113306,-0.0001282255,-0.0000000004,0
E8,1691687879.9137921333,1691689800.0000000000,1691687880.0000000000,9343589.3743858896,24105432.0538426787,14427457.5511411931,-0.0001282257,-0.0000000004,0
E8,1691687909.9137763977,1691689800.0000000000,1691687910.0000000000,9344212.9149458148,24148755.3481043018,14354460.7528580930,-0.0001282259,-0.0000000004,0
E8,1691687939.9137604237,1691689800.0000000000,1691687940.0000000000,9344941.0698509254,24191857.4287738912,14281265.4901150558,-0.0001282261,-0.0000000004,0
E8,1691687969.9137444496,1691689800.0000000000,1691687970.0000000000,9345772.8629606813,24234737.4514429793,14207872.7745436262,-0.0001282262,-0.0000000004,0
E8,1691687999.9137284756,1691689800.0000000000,1691688000.0000000000,9346707.3135105427,24277394.5776449032,14134283.6210811306,-0.0001282264,-0.0000000004,0
E8,1691688029.9137122631,1691689800.0000000000,1691688030.0000000000,9347743.4361437727,24319827.9748916104,14060499.0479644258,-0.0001282266,-0.0000000004,0
E8,1691688059.9136960506,1691689800.0000000000,1691688060.0000000000,9348880.2409727126,24362036.8177135475,13986520.0749574695,-0.0001282268,-0.0000000004,0
E8,1691688089.9136798382,1691689800.0000000000,1691688090.0000000000,9350116.7335927561,24404020.2866708227,13912347.7250925433,-0.0001282269,-0.0000000004,0
E8,1691688119.9136636257,1691689800.0000000000,1691688120.0000000000,9351451.9151261970,24445777.5687201396,13837983.0240720194,-0.0001282271,-0.0000000004,0
E8,1691688149.9136471748,1691689800.0000000000,1691688150.0000000000,9352884.7822478935,24487307.8569124229,13763427.0008474961,-0.0001282273,-0.0000000004,0
E8,1691688179.9136307240,1691689800.0000000000,1691688180.0000000000,9354414.3272557873,24528610.3514105603,13688680.6858288385,-0.0001282275,-0.0000000004,0
E8,1691688209.9136142731,1691689800.0000000000,1691688210.0000000000,9356039.5380762611,24569684.2585211769,13613745.1126435548,-0.0001282277,-0.0000000004,0
E8,1691688239.9135978222,1691689800.0000000000,1691688240.0000000000,9357759.3983122334,24610528.7910532840,13538621.3175324500,-0.0001282278,-0.0000000004,0
E8,1691688269.9135811329,1691689800.0000000000,1691688270.0000000000,9359572.8872655258,24651143.1680226177,13463310.3399345092,-0.0001282280,-0.0000000004,0
E8,1691688299.9135644436,1691689800.0000000000,1691688300.0000000000,9361478.9800179303,24691526.6156465262,13387813.2206776701,-0.0001282282,-0.0000000004,0
E8,1691688329.9135477543,1691689800.0000000000,1691688330.0000000000,9363476.6474276464,24731678.3663965315,13312131.0037563480,-0.0001282284,-0.0000000004,0
E8,1691688359.9135308266,1691689800.0000000000,1691688360.0000000000,9365564.8561641816,24771597.6590326652,13236264.7363244388,-0.0001282285,-0.0000000004,0
E8,1691688389.9135138988,1691689800.0000000000,1691688390.0000000000,9367742.5687954761,24811283.7395813838,13160215.4668726828,-0.0001282287,-0.0000000004,0
E8,1691688419.9134969711,1691689800.0000000000,1691688420.0000000000,9370008.7437786609,24850735.8604039513,13083984.2470193896,-0.0001282289,-0.0000000004,0
E8,1691688449.9134800434,1691689800.0000000000,1691688450.0000000000,9372362.3355143871,24889953.2805408537,13007572.1308951322,-0.0001282291,-0.0000000004,0
E8,1691688479.9134628773,1691689800.0000000000,1691688480.0000000000,9374802.2943653651,24928935.2654275261,12930980.1757376883,-0.0001282292,-0.0000000004,0
E8,1691688509.9134457111,1691689800.0000000000,1691688510.0000000000,9377327.5667533483,24967681.0878486969,12854209.4400519356,-0.0001282294,-0.0000000004,0
E8,1691688539.9134285450,1691689800.0000000000,1691688540.0000000000,9379937.0951415990,25006190.0270281732,12777260.9854178876,-0.0001282296,-0.0000000004,0
E8,1691688569.9134113789,1691689800.0000000000,1691688570.0000000000,9382629.8180926517,25044461.3689650930,12700135.8758693356,-0.0001282298,-0.0000000004,0
E8,1691688599.9133939743,1691689800.0000000000,1691688600.0000000000,9385404.6702846885,25082494.4061561450,12622835.1784943026,-0.0001282299,-0.0000000004,0
E8,1691688629.9133765697,1691689800.0000000000,1691688630.0000000000,9388260.5826174989,25120288.4385262989,12545359.9615779482,-0.0001282301,-0.0000000004,0
E8,1691688659.9133589268,1691689800.0000000000,1691688660.0000000000,9391196.4821632337,25157842.7722429335,12467711.2970451172,-0.0001282303,-0.0000000004,0
E8,1691688689.9133415222,1691689800.0000000000,1691688690.0000000000,9394211.2923214901,25195156.7212354504,12389890.2573635317,-0.0001282305,-0.0000000004,0
E8,1691688719.9133238792,1691689800.0000000000,1691688720.0000000000,9397303.9326940738,25232229.6051334478,12311897.9198520519,-0.0001282307,-0.0000000004,0
E8,1691688749.9133062363,1691689800.0000000000,1691688750.0000000000,9400473.3192915041,25269060.7513693199,12233735.3623400424,-0.0001282308,-0.0000000004,0
E8,1691688779.9132883549,1691689800.0000000000,1691688780.0000000000,9403718.3644511197,25305649.4937227033,12155403.6662480924,-0.0001282310,-0.0000000004,0
E8,1691688809.9132707119,1691689800.0000000000,1691688810.0000000000,9407037.9770054352,25341995.1738005951,12076903.9134638943,-0.0001282312,-0.0000000004,0
E8,1691688839.9132528305,1691689800.0000000000,1691688840.0000000000,9410431.0621398985,25378097.1390285268,11998237.1906883270,-0.0001282314,-0.0000000004,0
E8,1691688869.9122347832,1691689800.0000000000,1691688870.0000000000,9413896.4048881289,25413953.5533262193,11919407.2160008531,-0.0001282315,-0.0000000004,0
E8,1691688899.9122169018,1691689800.0000000000,1691688900.0000000000,9417433.1346246228,25449566.1696388833,11840409.8230379689,-0.0001282317,-0.0000000004,0
E8,1691688929.9121987820,1691689800.0000000000,1691688930.0000000000,9421040.0318406560,25484933.1572195143,11761248.7301855218,-0.0001282319,-0.0000000004,0
E8,1691688959.9121806622,1691689800.0000000000,1691688960.0000000000,9424715.9880384076,25520053.8924763054,11681925.0314007811,-0.0001282321,-0.0000000004,0
E8,1691688989.9121625423,1691689800.0000000000,1691688990.0000000000,9428459.8913533110,25554927.7586151510,11602439.8235132564,-0.0001282322,-0.0000000004,0
E8,1691689019.9121444225,1691689800.0000000000,1691689020.0000000000,9432270.6266232468,25589554.1459436715,11522794.2055824306,-0.0001282324,-0.0000000004,0
E8,1691689049.9121260643,1691689800.0000000000,1691689050.0000000000,9436147.0753981620,25623932.4516189285,11442989.2795174923,-0.0001282326,-0.0000000003,0
E8,1691689079.9121077061,1691689800.0000000000,1691689080.0000000000,9440088.1160737667,25658062.0804877020,11363026.1481599342,-0.0001282328,-0.0000000003,0
E8,1691689109.9120893478,1691689800.0000000000,1691689110.0000000000,9444092.6238421798,25691942.4442809969,11282905.9171679821,-0.0001282329,-0.0000000003,0
E8,1691689139.9120707512,1691689800.0000000000,1691689140.0000000000,9448159.4707302526,25725572.9616433680,11202629.6950075254,-0.0001282331,-0.0000000003,0
E8,1691689169.9120523930,1691689800.0000000000,1691689170.0000000000,9452287.5257716887,25758953.0592186078,11122198.5903836507,-0.0001282333,-0.0000000003,0
E8,1691689199.9120337963,1691689800.0000000000,1691689200.0000000000,9456475.6548207961,25792082.1698025726,11041613.7166942935,-0.0001282335,-0.0000000003,0
E8,1691689229.9120149612,1691689800.0000000000,1691689230.0000000000,9460722.7207889874,25824959.7339632362,10960876.1881856713,-0.0001282337,-0.0000000003,0
E8,1691689259.9119963646,1691689800.0000000000,1691689260.0000000000,9465027.5836918131,25857585.2000386044,10879987.1199247539,-0.0001282338,-0.0000000003,0
E8,1691689289.9119775295,1691689800.0000000000,1691689290.0000000000,9469389.1004855558,25889958.0225971676,10798947.6316398028,-0.0001282340,-0.0000000003,0
E8,1691689319.9119586945,1691689800.0000000000,1691689320.0000000000,9473806.1253484450,25922077.6642751880,10717758.8432079349,-0.0001282342,-0.0000000003,0
E8,1691689349.9119398594,1691689800.0000000000,1691689350.0000000000,9478277.5095859319,25953943.5947551727,10636421.8772098720,-0.0001282344,-0.0000000003,0
E8,1691689379.9119207859,1691689800.0000000000,1691689380.0000000000,9482802.1016711760,25985555.2907929309,10554937.8589203805,-0.0001282345,-0.0000000003,0
E8,1691689409.9119019508,1691689800.0000000000,1691689410.0000000000,9487378.7474320401,26016912.2372372635,10473307.9137012102,-0.0001282347,-0.0000000003,0
E8,1691689439.9118828773,1691689800.0000000000,1691689440.0000000000,9492006.2898403052,26048013.9252932407,10391533.1715214793,-0.0001282349,-0.0000000003,0
E8,1691689469.9118635654,1691689800.0000000000,1691689470.0000000000,9496683.5692713261,26078859.8540436178,10309614.7630554959,-0.0001282351,-0.0000000003,0
E8,1691689499.9118444920,1691689800.0000000000,1691689500.0000000000,9501409.4235500023,26109449.5304449536,10227553.8196555618,-0.0001282352,-0.0000000003,0
E8,1691689529.9118251801,1691689800.0000000000,1691689530.0000000000,9506182.6877694335,26139782.4678824618,10145351.4772482868,-0.0001282354,-0.0000000003,0
E8,1691689559.9118058681,1691689800.0000000000,1691689560.0000000000,9511002.1945950985,26169858.1878926978,10063008.8717566319,-0.0001282356,-0.0000000003,0
E8,1691689589.9117865562,1691689800.0000000000,1691689590.0000000000,9515866.7741587423,26199676.2192041874,9980527.1416916680,-0.0001282358,-0.0000000003,0
E8,1691689619.9117670059,1691689800.0000000000,1691689620.0000000000,9520775.2540990897,26229236.0977629311,9897907.4281424582,-0.0001282359,-0.0000000003,0
E8,1691689649.9117476940,1691689800.0000000000,1691689650.0000000000,9525726.4597617593,26258537.3676847965,9815150.8721328061,-0.0001282361,-0.0000000003,0
E8,1691689679.9117279053,1691689800.0000000000,1691689680.0000000000,9530719.2139290571,26287579.5794008635,9732258.6198636703,-0.0001282363,-0.0000000003,0
