SvSystem,UTC,Code_1,Code_2,Code_5,Phase_1,Phase_2,Phase_5,Snr_1,Snr_2,Snr_5
E8,1691677440.0000000000,23147145.6539999992,0,23147147.7109999992,121639220.4599999934,0,90834524.4989999980,0,0,0
E8,1691677470.0000000000,23140813.1119999997,0,23140815.2639999986,121605942.9239999950,0,90809674.4060000032,0,0,0
E8,1691677500.0000000000,23134532.3530000001,0,23134534.5830000006,121572937.7859999985,0,90785027.7249999940,0,0,0
E8,1691677530.0000000000,23128303.8229999989,0,23128306.0859999992,121540207.0279999971,0,90760585.9340000004,0,0,0
E8,1691677560.0000000000,23421920.4340000004,0,23421922.3720000014,123083171.0590000004,0,91912799.3400000036,0,0,0
E8,1691677590.0000000000,23415795.5049999990,0,23415797.5229999982,123050984.7150000036,0,91888764.0949999988,0,0,0
E8,1691677620.0000000000,23409720.3209999986,0,23409722.3520000018,123019059.5779999942,0,91864923.9099999964,0,0,0
E8,1691677650.0000000000,23403695.9259999990,0,23403698.1710000001,122987402.3799999952,0,91841283.8009999990,0,0,0
E8,1691677680.0000000000,23397721.6889999993,0,23397723.8429999985,122956007.1749999970,0,91817839.3349999934,0,0,0
E8,1691677710.0000000000,23391797.7609999999,0,23391799.4849999994,122924874.4539999962,0,91794590.8789999932,0,0,0
E8,1691677740.0000000000,23385923.0879999995,0,23385925.0089999996,122894003.8809999973,0,91771538.1829999983,0,0,0
E8,1691677770.0000000000,23380098.8599999994,0,23380100.7149999999,122863397.1990000010,0,91748682.5470000058,0,0,0
E8,1691677800.0000000000,23374324.2410000004,0,23374326.2149999999,122833051.7479999959,0,91726021.9880000055,0,0,0
E8,1691677830.0000000000,23368597.8649999984,0,23368599.9430000000,122802960.1219999939,0,91703550.9689999968,0,0,0
E8,1691677860.0000000000,23362918.5740000010,0,23362920.9200000018,122773116.3349999934,0,91681265.0269999951,0,0,0
E8,1691677890.0000000000,23357287.0320000015,0,23357289.0300000012,122743520.5840000063,0,91659164.3040000051,0,0,0
E8,1691677920.0000000000,23351703.5009999983,0,23351705.4910000004,122714179.2520000041,0,91637253.5690000057,0,0,0
E8,1691677950.0000000000,23346167.7910000011,0,23346170.0240000002,122685089.7880000025,0,91615530.9159999937,0,0,0
E8,1691677980.0000000000,23340681.6519999988,0,23340683.8260000013,122656259.5059999973,0,91594001.8079999983,0,0,0
E8,1691678010.0000000000,23335243.5390000008,0,23335245.4439999983,122627680.5779999942,0,91572660.4000000060,0,0,0
E8,1691678040.0000000000,23329853.4899999984,0,23329855.7419999987,122599357.4870000035,0,91551510.0349999964,0,0,0
E8,1691678070.0000000000,23324512.3099999987,0,23324514.3229999989,122571288.6410000026,0,91530549.5310000032,0,0,0
E8,1691678100.0000000000,23319219.0219999999,0,23319221.2919999994,122543473.1759999990,0,91509778.2500000000,0,0,0
E8,1691678130.0000000000,23313974.6810000017,0,23313976.8150000013,122515913.1449999958,0,91489197.7140000015,0,0,0
E8,1691678160.0000000000,23308776.6979999989,0,23308778.7439999990,122488597.5740000010,0,91468799.7240000069,0,0,0
E8,1691678190.0000000000,23303625.2170000002,0,23303627.1310000010,122461525.9510000050,0,91448583.9019999951,0,0,0
E8,1691678220.0000000000,23298522.4560000002,0,23298524.6909999996,122434712.0770000070,0,91428560.5610000044,0,0,0
E8,1691678250.0000000000,23293466.9770000018,0,23293469.1539999992,122408145.1959999949,0,91408721.6560000032,0,0,0
E8,1691678280.0000000000,23288459.3180000000,0,23288461.6550000012,122381830.1529999971,0,91389070.8229999989,0,0,0
E8,1691678310.0000000000,23283499.4840000011,0,23283501.5670000017,122355764.9510000050,0,91369606.5439999998,0,0,0
E8,1691678340.0000000000,23278586.0520000011,0,23278588.4010000005,122329946.1459999979,0,91350326.2699999958,0,0,0
E8,1691678370.0000000000,23273720.6609999985,0,23273722.5390000008,122304376.0269999951,0,91331231.7080000043,0,0,0
E8,1691678400.0000000000,23268901.8880000003,0,23268904.1799999997,122279055.1529999971,0,91312323.2650000006,0,0,0
E8,1691678430.0000000000,23264129.5989999995,0,23264131.9569999985,122253977.1319999993,0,91293596.1689999998,0,0,0
E8,1691678460.0000000000,23259405.3830000013,0,23259407.4079999998,122229149.8349999934,0,91275056.3059999943,0,0,0
E8,1691678490.0000000000,23254728.0040000007,0,23254729.8929999992,122204569.1650000066,0,91256700.6069999933,0,0,0
E8,1691678520.0000000000,23250097.8929999992,0,23250100.1330000013,122180239.5289999992,0,91238532.3760000020,0,0,0
E8,1691678550.0000000000,23245515.7589999996,0,23245517.8390000015,122156159.2979999930,0,91220550.3799999952,0,0,0
E8,1691678580.0000000000,23240980.2239999995,0,23240982.4349999987,122132325.5160000026,0,91202752.4189999998,0,0,0
E8,1691678610.0000000000,23236491.8180000000,0,23236493.7410000004,122108737.4880000055,0,91185137.9800000042,0,0,0
E8,1691678640.0000000000,23232050.2390000001,0,23232052.4019999988,122085398.2039999962,0,91167709.2939999998,0,0,0
E8,1691678670.0000000000,23227655.3889999986,0,23227657.4450000003,122062302.2929999977,0,91150462.3419999927,0,0,0
E8,1691678700.0000000000,23223307.4459999986,0,23223309.4880000018,122039453.3509999961,0,91133399.8120000064,0,0,0
E8,1691678730.0000000000,23219005.0190000013,0,23219006.9899999984,122016843.9379999936,0,91116516.1560000032,0,0,0
E8,1691678760.0000000000,23214749.0709999986,0,23214751.2410000004,121994479.5579999983,0,91099815.4790000021,0,0,0
E8,1691678790.0000000000,23210538.9279999994,0,23210541.0029999986,121972354.7399999946,0,91083293.6899999976,0,0,0
E8,1691678820.0000000000,23506167.9259999990,0,23506170.0329999998,123525895.6739999950,0,92243405.4159999937,0,0,0
E8,1691678850.0000000000,23502050.1849999987,0,23502052.4299999997,123504257.7740000039,0,92227247.2430000007,0,0,0
E8,1691678880.0000000000,23497978.8399999999,0,23497981.0049999990,123482861.8449999988,0,92211269.7569999993,0,0,0
E8,1691678910.0000000000,23493952.9430000000,0,23493954.9730000012,123461704.9430000037,0,92195470.7650000006,0,0,0
E8,1691678940.0000000000,23489973.0150000006,0,23489975.0289999992,123440790.3490000069,0,92179852.7189999968,0,0,0
E8,1691678970.0000000000,23486037.9699999988,0,23486040.1930000000,123420112.8030000031,0,92164411.6840000004,0,0,0
E8,1691679000.0000000000,23482146.8720000014,0,23482148.9420000017,123399663.9329999983,0,92149141.4189999998,0,0,0
E8,1691679030.0000000000,23478301.1900000013,0,23478303.3990000002,123379455.5139999986,0,92134050.7099999934,0,0,0
E8,1691679060.0000000000,23474500.9420000017,0,23474503.0920000002,123359484.6539999992,0,92119137.3939999938,0,0,0
E8,1691679090.0000000000,23470745.3060000017,0,23470747.4250000007,123339748.5349999964,0,92104399.3780000061,0,0,0
E8,1691679120.0000000000,23467035.0320000015,0,23467037.1559999995,123320250.3990000039,0,92089839.0719999969,0,0,0
E8,1691679150.0000000000,23463368.6149999984,0,23463370.7390000001,123300983.6210000068,0,92075451.5300000012,0,0,0
E8,1691679180.0000000000,23459745.7650000006,0,23459747.9719999991,123281945.3959999979,0,92061234.6650000066,0,0,0
E8,1691679210.0000000000,23456166.1889999993,0,23456168.3509999998,123263134.7000000030,0,92047187.7109999955,0,0,0
E8,1691679240.0000000000,23452630.4670000002,0,23452632.5590000004,123244553.7629999965,0,92033312.3240000010,0,0,0
E8,1691679270.0000000000,23449137.5329999998,0,23449139.6750000007,123226198.7370000035,0,92019605.6400000006,0,0,0
E8,1691679300.0000000000,23445688.6169999987,0,23445690.6209999993,123208074.0479999930,0,92006070.9570000023,0,0,0
E8,1691679330.0000000000,23442283.8269999996,0,23442285.7210000008,123190181.0370000005,0,91992709.2950000018,0,0,0
E8,1691679360.0000000000,23438922.8260000013,0,23438924.8009999990,123172519.2810000032,0,91979520.3110000044,0,0,0
E8,1691679390.0000000000,23435605.0280000009,0,23435607.2890000008,123155085.2280000001,0,91966501.3669999987,0,0,0
E8,1691679420.0000000000,23432331.9230000004,0,23432333.7600000016,123137883.0059999973,0,91953655.5470000058,0,0,0
E8,1691679450.0000000000,23429100.9880000018,0,23429103.2659999989,123120906.5450000018,0,91940978.3100000024,0,0,0
E8,1691679480.0000000000,23425912.6020000018,0,23425914.5709999986,123104150.1299999952,0,91928465.3949999958,0,0,0
E8,1691679510.0000000000,23422766.4160000011,0,23422768.5720000006,123087617.4989999980,0,91916119.5859999955,0,0,0
E8,1691679540.0000000000,23419662.6559999995,0,23419664.7230000012,123071306.6959999949,0,91903939.4360000044,0,0,0
E8,1691679570.0000000000,23416599.6649999991,0,23416601.7930000015,123055210.5470000058,0,91891919.5719999969,0,0,0
E8,1691679600.0000000000,23413579.3000000007,0,23413581.1620000005,123039337.3020000011,0,91880066.1669999957,0,0,0
E8,1691679630.0000000000,23410598.8949999996,0,23410600.9210000001,123023676.0659999996,0,91868371.0770000070,0,0,0
E8,1691679660.0000000000,23407659.5460000001,0,23407661.6999999993,123008230.4730000049,0,91856837.0219999999,0,0,0
E8,1691679690.0000000000,23404760.4459999986,0,23404762.4979999997,122992994.6239999980,0,91845459.5929999948,0,0,0
E8,1691679720.0000000000,23401899.7969999984,0,23401901.7910000011,122977961.8069999963,0,91834233.7830000073,0,0,0
E8,1691679750.0000000000,23399078.1030000001,0,23399079.9950000010,122963132.8419999927,0,91823160.1969999969,0,0,0
E8,1691679780.0000000000,23396296.2259999998,0,23396298.0729999989,122948513.5559999943,0,91812243.1930000037,0,0,0
E8,1691679810.0000000000,23393553.1530000009,0,23393555.4340000004,122934100.7530000061,0,91801480.3760000020,0,0,0
E8,1691679840.0000000000,23390850.7529999986,0,23390852.6160000004,122919897.5690000057,0,91790874.0999999940,0,0,0
E8,1691679870.0000000000,23388187.2450000010,0,23388189.4299999997,122905902.2549999952,0,91780423.0520000011,0,0,0
E8,1691679900.0000000000,23385564.6820000000,0,23385566.7039999999,122892119.9449999928,0,91770131.0590000004,0,0,0
E8,1691679930.0000000000,23382982.2820000015,0,23382984.2800000012,122878548.8850000054,0,91759996.8209999949,0,0,0
E8,1691679960.0000000000,23380438.5329999998,0,23380440.4770000018,122865181.2800000012,0,91750014.5100000054,0,0,0
E8,1691679990.0000000000,23377934.5549999997,0,23377936.8200000003,122852024.2349999994,0,91740189.4399999976,0,0,0
E8,1691680020.0000000000,23375471.0249999985,0,23375473.2179999985,122839077.9720000029,0,91730521.7590000033,0,0,0
E8,1691680050.0000000000,23373046.8449999988,0,23373049.0309999995,122826338.5339999944,0,91721008.5359999985,0,0,0
E8,1691680080.0000000000,23370662.9649999999,0,23370665.4290000014,122813812.6700000018,0,91711654.7909999937,0,0,0
E8,1691680110.0000000000,23668111.4210000001,0,23668113.6130000018,124376913.3710000068,0,92878905.2950000018,0,0,0
E8,1691680140.0000000000,23665806.8929999992,0,23665809.0570000000,124364802.4140000045,0,92869861.3840000033,0,0,0
E8,1691680170.0000000000,23663540.2159999982,0,23663542.4459999986,124352891.6560000032,0,92860966.9669999927,0,0,0
E8,1691680200.0000000000,23661311.9860000014,0,23661313.9849999994,124341181.0010000020,0,92852221.9780000001,0,0,0
E8,1691680230.0000000000,23659122.8920000009,0,23659125.0879999995,124329677.8460000008,0,92843631.9399999976,0,0,0
E8,1691680260.0000000000,23656972.3520000018,0,23656974.2360000014,124318374.9189999998,0,92835191.4239999950,0,0,0
E8,1691680290.0000000000,23654859.1609999985,0,23654861.6250000000,124307273.1400000006,0,92826901.1089999974,0,0,0
E8,1691680320.0000000000,23652784.6689999998,0,23652787.0100000016,124296370.6930000037,0,92818759.6609999985,0,0,0
E8,1691680350.0000000000,23650747.8830000013,0,23650749.9899999984,124285666.0820000023,0,92810765.9409999996,0,0,0
E8,1691680380.0000000000,23648749.7760000005,0,23648751.9620000012,124275166.0470000058,0,92802924.9930000007,0,0,0
E8,1691680410.0000000000,23646789.7309999987,0,23646791.6860000007,124264864.9200000018,0,92795232.5750000030,0,0,0
E8,1691680440.0000000000,23644866.9629999995,0,23644868.9329999983,124254760.8260000050,0,92787687.3069999963,0,0,0
E8,1691680470.0000000000,23642982.8550000004,0,23642984.9840000011,124244860.5980000049,0,92780294.2680000067,0,0,0
E8,1691680500.0000000000,23641138.1359999999,0,23641140.3049999997,124235166.2319999933,0,92773054.9619999975,0,0,0
E8,1691680530.0000000000,23639330.0109999999,0,23639332.2659999989,124225664.9169999957,0,92765959.8180000037,0,0,0
E8,1691680560.0000000000,23637559.2199999988,0,23637561.4649999999,124216359.4009999931,0,92759010.8850000054,0,0,0
E8,1691680590.0000000000,23635825.9629999995,0,23635828.1539999992,124207250.5339999944,0,92752208.7989999950,0,0,0
E8,1691680620.0000000000,23634130.0940000005,0,23634132.3779999986,124198339.5039999932,0,92745554.4449999928,0,0,0
E8,1691680650.0000000000,23632471.8869999982,0,23632474.0219999999,124189624.6280000061,0,92739046.5729999989,0,0,0
E8,1691680680.0000000000,23630850.0430000015,0,23630852.2600000016,124181102.2559999973,0,92732682.4500000030,0,0,0
E8,1691680710.0000000000,23629264.7829999998,0,23629266.9050000012,124172770.9560000002,0,92726461.0110000074,0,0,0
E8,1691680740.0000000000,23627715.4719999991,0,23627717.5390000008,124164628.9790000021,0,92720380.9490000010,0,0,0
E8,1691680770.0000000000,23626201.3570000008,0,23626203.8299999982,124156674.0750000030,0,92714440.5820000023,0,0,0
E8,1691680800.0000000000,23624723.7960000001,0,23624725.9959999993,124148908.2269999981,0,92708641.3869999945,0,0,0
E8,1691680830.0000000000,23623280.5810000002,0,23623282.7910000011,124141324.1550000012,0,92702977.9399999976,0,0,0
E8,1691680860.0000000000,23621871.3240000010,0,23621873.4739999995,124133917.8289999962,0,92697447.2220000029,0,0,0
E8,1691680890.0000000000,23620496.0439999998,0,23620498.5329999998,124126692.1990000010,0,92692051.4360000044,0,0,0
E8,1691680920.0000000000,23619155.7459999993,0,23619157.9620000012,124119647.3649999946,0,92686790.6700000018,0,0,0
E8,1691680950.0000000000,23617847.8299999982,0,23617849.9840000011,124112773.8690000027,0,92681657.8509999961,0,0,0
E8,1691680980.0000000000,23616574.5329999998,0,23616576.7760000005,124106083.0470000058,0,92676661.4399999976,0,0,0
E8,1691681010.0000000000,23615335.3009999990,0,23615337.6930000000,124099571.5629999936,0,92671798.9500000030,0,0,0
E8,1691681040.0000000000,23614132.1259999983,0,23614134.4100000001,124093248.4469999969,0,92667077.1239999980,0,0,0
E8,1691681070.0000000000,23612964.9070000015,0,23612967.1270000003,124087114.0939999968,0,92662496.2559999973,0,0,0
E8,1691681100.0000000000,23611833.1420000009,0,23611835.5320000015,124081167.5150000006,0,92658055.6169999987,0,0,0
E8,1691681130.0000000000,23610737.8599999994,0,23610740.1149999984,124075410.8419999927,0,92653756.7909999937,0,0,0
E8,1691681160.0000000000,23609677.9389999993,0,23609680.4569999985,124069842.4689999968,0,92649598.5770000070,0,0,0
E8,1691681190.0000000000,23608653.0520000011,0,23608655.4160000011,124064455.7929999977,0,92645576.0429999977,0,0,0
E8,1691681220.0000000000,23607663.3619999997,0,23607665.6710000001,124059254.7029999942,0,92641692.0910000056,0,0,0
E8,1691681250.0000000000,23606710.3599999994,0,23606712.7039999999,124054246.5670000017,0,92637952.2290000021,0,0,0
E8,1691681280.0000000000,23605793.0659999996,0,23605795.2960000001,124049425.5219999999,0,92634352.0770000070,0,0,0
E8,1691681310.0000000000,23604909.2390000001,0,23604911.5060000010,124044781.2740000039,0,92630883.9490000010,0,0,0
E8,1691681340.0000000000,23604058.8220000006,0,23604061.1559999995,124040312.6860000044,0,92627546.9950000048,0,0,0
E8,1691681370.0000000000,23903035.2109999992,0,23903037.6440000013,125611444.4399999976,0,93800794.7150000036,0,0,0
E8,1691681400.0000000000,23902252.9899999984,0,23902255.1490000002,125607331.9469999969,0,93797723.6739999950,0,0,0
E8,1691681430.0000000000,23901503.7899999991,0,23901506.1869999990,125603396.3669999987,0,93794784.7440000027,0,0,0
E8,1691681460.0000000000,23900789.5350000001,0,23900791.6939999983,125599641.9329999983,0,93791981.0849999934,0,0,0
E8,1691681490.0000000000,23900108.7520000003,0,23900110.9409999996,125596064.2830000073,0,93789309.4440000057,0,0,0
E8,1691681520.0000000000,23899461.3999999985,0,23899463.5769999996,125592662.0600000024,0,93786768.7919999957,0,0,0
E8,1691681550.0000000000,23898846.7540000007,0,23898849.2360000014,125589433.7450000048,0,93784358.0170000046,0,0,0
E8,1691681580.0000000000,23898265.6590000018,0,23898267.8889999986,125586378.5719999969,0,93782076.5439999998,0,0,0
E8,1691681610.0000000000,23897717.7300000004,0,23897719.9970000014,125583499.2210000008,0,93779926.3550000042,0,0,0
E8,1691681640.0000000000,23897203.0489999987,0,23897205.2639999986,125580794.3939999938,0,93777906.5020000041,0,0,0
E8,1691681670.0000000000,23896721.2369999997,0,23896723.4770000018,125578262.5470000058,0,93776015.8209999949,0,0,0
E8,1691681700.0000000000,23896272.4219999984,0,23896274.5080000013,125575903.0250000060,0,93774253.8209999949,0,0,0
E8,1691681730.0000000000,23895855.2639999986,0,23895857.7320000008,125573712.6700000018,0,93772618.1439999938,0,0,0
E8,1691681760.0000000000,23895471.2250000015,0,23895473.4019999988,125571692.8809999973,0,93771109.8410000056,0,0,0
E8,1691681790.0000000000,23895119.1339999996,0,23895121.4719999991,125569843.2970000058,0,93769728.6389999986,0,0,0
E8,1691681820.0000000000,23894799.9479999989,0,23894802.3139999993,125568166.4229999930,0,93768476.4140000045,0,0,0
E8,1691681850.0000000000,23894512.9739999995,0,23894515.2019999996,125566657.2960000038,0,93767349.4399999976,0,0,0
E8,1691681880.0000000000,23894258.7329999991,0,23894260.8859999999,125565320.7800000012,0,93766351.3669999987,0,0,0
E8,1691681910.0000000000,23894036.9090000018,0,23894039.0179999992,125564154.7189999968,0,93765480.5869999975,0,0,0
E8,1691681940.0000000000,23893846.8850000016,0,23893849.2820000015,125563157.0859999955,0,93764735.5719999969,0,0,0
E8,1691681970.0000000000,23893689.5740000010,0,23893691.8810000010,125562330.0999999940,0,93764117.9899999946,0,0,0
E8,1691682000.0000000000,23893563.6350000016,0,23893566.0159999989,125561668.7129999995,0,93763624.0789999962,0,0,0
E8,1691682030.0000000000,23893468.0769999996,0,23893470.1779999994,125561164.8569999933,0,93763247.7870000005,0,0,0
E8,1691682060.0000000000,23893403.2650000006,0,23893405.5960000008,125560825.6550000012,0,93762994.4629999995,0,0,0
E8,1691682090.0000000000,23893369.7089999989,0,23893372.0020000003,125560648.6480000019,0,93762862.2590000033,0,0,0
E8,1691682120.0000000000,23893366.8700000010,0,23893369.3889999986,125560634.7119999975,0,93762851.8270000070,0,0,0
E8,1691682150.0000000000,23893395.2809999995,0,23893397.8130000010,125560784.0039999932,0,93762963.2950000018,0,0,0
E8,1691682180.0000000000,23893455.8379999995,0,23893458.2450000010,125561101.3289999962,0,93763200.2329999954,0,0,0
E8,1691682210.0000000000,23893547.5839999989,0,23893550.1409999989,125561584.1519999951,0,93763560.7539999932,0,0,0
E8,1691682240.0000000000,23893670.0639999993,0,23893672.6840000004,125562227.6410000026,0,93764041.2539999932,0,0,0
E8,1691682270.0000000000,23893824.0729999989,0,23893826.5040000007,125563036.4200000018,0,93764645.1879999936,0,0,0
E8,1691682300.0000000000,23894009.5819999985,0,23894012.3649999984,125564012.6389999986,0,93765374.1490000039,0,0,0
E8,1691682330.0000000000,23894226.5810000002,0,23894229.1790000014,125565151.7489999980,0,93766224.7469999939,0,0,0
E8,1691682360.0000000000,23894473.5219999999,0,23894476.0980000012,125566449.2719999999,0,93767193.6469999999,0,0,0
E8,1691682390.0000000000,23894750.6310000010,0,23894753.0680000000,125567904.5370000005,0,93768280.3400000036,0,0,0
E8,1691682420.0000000000,23895057.4079999998,0,23895059.8530000001,125569516.6840000004,0,93769484.1800000072,0,0,0
E8,1691682450.0000000000,23895392.7309999987,0,23895395.1930000000,125571278.9159999937,0,93770800.0980000049,0,0,0
E8,1691682480.0000000000,23895758.0379999988,0,23895760.5119999982,125573198.6529999971,0,93772233.6330000013,0,0,0
E8,1691682510.0000000000,23896153.6070000008,0,23896155.8460000008,125575275.7389999926,0,93773784.6739999950,0,0,0
E8,1691682540.0000000000,23896578.2769999988,0,23896580.7960000001,125577508.5779999942,0,93775452.0230000019,0,0,0
E8,1691682570.0000000000,23897032.8390000015,0,23897035.0599999987,125579896.0820000023,0,93777234.8610000014,0,0,0
E8,1691682600.0000000000,23897516.6050000004,0,23897519.2479999997,125582439.6019999981,0,93779134.2179999948,0,0,0
E8,1691682630.0000000000,24197822.0579999983,0,24197824.8049999997,127160556.2939999998,0,94957597.9490000010,0,0,0
E8,1691682660.0000000000,24198364.0540000014,0,24198366.8189999983,127163404.8170000017,0,94959725.0629999936,0,0,0
E8,1691682690.0000000000,24198935.0920000002,0,24198937.7470000014,127166404.5910000056,0,94961965.1270000041,0,0,0
E8,1691682720.0000000000,24199535.4730000012,0,24199537.9439999983,127169558.3379999995,0,94964320.1720000058,0,0,0
E8,1691682750.0000000000,24200164.2270000018,0,24200166.7250000015,127172863.0559999943,0,94966787.9590000063,0,0,0
E8,1691682780.0000000000,24200822.2089999989,0,24200824.8159999996,127176321.1369999945,0,94969370.2680000067,0,0,0
E8,1691682810.0000000000,24201509.7049999982,0,24201512.4910000004,127179933.9629999995,0,94972068.1360000074,0,0,0
E8,1691682840.0000000000,24202225.6429999992,0,24202228.1250000000,127183694.8680000007,0,94974876.5830000043,0,0,0
E8,1691682870.0000000000,24202969.8229999989,0,24202972.3610000014,127187606.0540000051,0,94977797.2510000020,0,0,0
E8,1691682900.0000000000,24203741.9019999988,0,24203744.4210000001,127191663.4379999936,0,94980827.0879999995,0,0,0
E8,1691682930.0000000000,24204542.6009999998,0,24204545.3339999989,127195872.0919999927,0,94983969.8920000046,0,0,0
E8,1691682960.0000000000,24205371.8040000014,0,24205374.5340000018,127200229.2510000020,0,94987223.5830000043,0,0,0
E8,1691682990.0000000000,24206229.5890000015,0,24206232.1090000011,127204735.4590000063,0,94990588.5820000023,0,0,0
E8,1691683020.0000000000,24207113.6570000015,0,24207116.0410000011,127209380.5929999948,0,94994057.3260000050,0,0,0
E8,1691683050.0000000000,24208024.0799999982,0,24208026.7129999995,127214165.8120000064,0,94997630.6700000018,0,0,0
E8,1691683080.0000000000,24208963.9789999984,0,24208966.7980000004,127219105.5910000056,0,95001319.4300000072,0,0,0
E8,1691683110.0000000000,24209933.1499999985,0,24209935.9869999997,127224198.4360000044,0,95005122.4919999987,0,0,0
E8,1691683140.0000000000,24210929.2019999996,0,24210931.8249999993,127229431.5170000046,0,95009030.2800000012,0,0,0
E8,1691683170.0000000000,24211952.3409999982,0,24211955.1840000004,127234809.5250000060,0,95013046.2839999944,0,0,0
E8,1691683200.0000000000,24213004.0390000008,0,24213006.4259999990,127240333.6800000072,0,95017171.4189999998,0,0,0
E8,1691683230.0000000000,24214083.3999999985,0,24214086.0170000009,127246006.6099999994,0,95021407.6650000066,0,0,0
E8,1691683260.0000000000,24215190.1970000006,0,24215193.0410000011,127251823.8020000011,0,95025751.6309999973,0,0,0
E8,1691683290.0000000000,24216325.7840000018,0,24216328.5590000004,127257790.8560000062,0,95030207.5129999965,0,0,0
E8,1691683320.0000000000,24217489.8029999994,0,24217492.5709999986,127263907.5250000060,0,95034775.1149999946,0,0,0
E8,1691683350.0000000000,24218682.2019999996,0,24218684.9030000009,127270173.6289999932,0,95039454.3079999983,0,0,0
E8,1691683380.0000000000,24219902.4800000004,0,24219905.0540000014,127276584.5339999944,0,95044241.6350000054,0,0,0
E8,1691683410.0000000000,24221149.3929999992,0,24221152.0329999998,127283137.7150000036,0,95049135.2090000063,0,0,0
E8,1691683440.0000000000,24222424.0439999998,0,24222426.6160000004,127289835.4650000036,0,95054136.7419999987,0,0,0
E8,1691683470.0000000000,24223725.9629999995,0,24223728.7309999987,127296677.7919999957,0,95059246.2389999926,0,0,0
E8,1691683500.0000000000,24225054.7569999993,0,24225057.6629999988,127303660.9490000010,0,95064460.8920000046,0,0,0
E8,1691683530.0000000000,24226410.8449999988,0,24226413.8240000010,127310787.8990000039,0,95069782.9340000004,0,0,0
E8,1691683560.0000000000,24227795.0619999990,0,24227797.6689999998,127318059.7440000027,0,95075213.1759999990,0,0,0
E8,1691683590.0000000000,24229206.6710000001,0,24229209.3040000014,127325478.0740000010,0,95080752.8120000064,0,0,0
E8,1691683620.0000000000,24230645.3020000011,0,24230648.2250000015,127333039.3410000056,0,95086399.1800000072,0,0,0
E8,1691683650.0000000000,24232110.6140000001,0,24232113.2910000011,127340738.2619999945,0,95092148.3439999968,0,0,0
E8,1691683680.0000000000,24233603.3669999987,0,24233606.1570000015,127348583.3129999936,0,95098006.6319999993,0,0,0
E8,1691683710.0000000000,24235123.7939999998,0,24235126.3990000002,127356572.1790000051,0,95103972.3069999963,0,0,0
E8,1691683740.0000000000,24236671.2749999985,0,24236673.8079999983,127364703.7409999967,0,95110044.5409999937,0,0,0
E8,1691683770.0000000000,24238246.1990000010,0,24238248.9459999986,127372980.7469999939,0,95116225.3879999965,0,0,0
E8,1691683800.0000000000,24239848.4890000001,0,24239851.3509999998,127381401.5479999930,0,95122513.6089999974,0,0,0
E8,1691683830.0000000000,24241478.7509999983,0,24241481.3029999994,127389967.1529999971,0,95128909.9640000015,0,0,0
E8,1691683860.0000000000,24243136.1070000008,0,24243138.8379999995,127398677.2750000060,0,95135414.2450000048,0,0,0
E8,1691683890.0000000000,24544613.8240000010,0,24544616.6609999985,128982953.7859999985,0,96318477.8340000063,0,0,0
E8,1691683920.0000000000,24546327.1579999998,0,24546329.9979999997,128991957.4930000007,0,96325201.3400000036,0,0,0
E8,1691683950.0000000000,24548067.1979999989,0,24548070.0570000000,129001101.0240000039,0,96332029.2699999958,0,0,0
E8,1691683980.0000000000,24549834.8500000015,0,24549837.7470000014,129010390.0279999971,0,96338965.8240000010,0,0,0
E8,1691684010.0000000000,24551629.0119999982,0,24551631.7399999984,129019818.0269999951,0,96346006.1780000031,0,0,0
E8,1691684040.0000000000,24553449.2019999996,0,24553451.9380000010,129029383.2370000035,0,96353148.9870000035,0,0,0
E8,1691684070.0000000000,24555295.0709999986,0,24555297.9120000005,129039083.2880000025,0,96360392.4940000027,0,0,0
E8,1691684100.0000000000,24557165.6799999997,0,24557168.6689999998,129048913.7179999948,0,96367733.3589999974,0,0,0
E8,1691684130.0000000000,24559061.6200000010,0,24559064.4279999994,129058875.4810000062,0,96375172.2929999977,0,0,0
E8,1691684160.0000000000,24560981.0009999983,0,24560984.0229999982,129068963.2769999951,0,96382705.3359999955,0,0,0
E8,1691684190.0000000000,24562925.4210000001,0,24562928.3070000000,129079180.2230000049,0,96390334.8369999975,0,0,0
E8,1691684220.0000000000,24564894.8880000003,0,24564897.6920000017,129089529.5470000058,0,96398063.1870000064,0,0,0
E8,1691684250.0000000000,24566889.7609999999,0,24566892.6479999982,129100012.6539999992,0,96405891.4370000064,0,0,0
E8,1691684280.0000000000,24568910.8579999991,0,24568913.7829999998,129110633.6449999958,0,96413822.6519999951,0,0,0
E8,1691684310.0000000000,24570956.6400000006,0,24570959.5150000006,129121383.6609999985,0,96421850.2109999955,0,0,0
E8,1691684340.0000000000,24573027.8319999985,0,24573030.8729999997,129132268.4070000052,0,96429978.3869999945,0,0,0
E8,1691684370.0000000000,24575124.2450000010,0,24575127.1739999987,129143283.9860000014,0,96438204.2600000054,0,0,0
E8,1691684400.0000000000,24577248.0320000015,0,24577250.7609999999,129154443.8739999980,0,96446537.8980000019,0,0,0
E8,1691684430.0000000000,24579399.2820000015,0,24579402.2549999990,129165749.4800000042,0,96454980.3509999961,0,0,0
E8,1691684460.0000000000,24581578.0610000007,0,24581580.9629999995,129177198.0799999982,0,96463529.5849999934,0,0,0
E8,1691684490.0000000000,24583783.5350000001,0,24583786.5060000010,129188788.3729999959,0,96472184.6330000013,0,0,0
